transaction_id,date,item
2872,2016-12-09,NONE
2872,2016-12-09,Hearty & Seasonal
2872,2016-12-09,Brownie
2872,2016-12-09,Bread
2873,2016-12-09,Tea
2873,2016-12-09,Hearty & Seasonal
2874,2016-12-09,Coffee
2874,2016-12-09,Brownie
2875,2016-12-09,Coffee
2875,2016-12-09,Farm House
2876,2016-12-09,Coffee
2876,2016-12-09,Scone
2877,2016-12-09,Scone
2877,2016-12-09,Crepes
2877,2016-12-09,Alfajores
2877,2016-12-09,Alfajores
2878,2016-12-09,Scandinavian
2879,2016-12-09,Cake
2880,2016-12-09,Bread
2881,2016-12-09,Bread
2882,2016-12-09,Bread
2882,2016-12-09,Tea
2884,2016-12-09,Brownie
2884,2016-12-09,Mineral water
2885,2016-12-09,Farm House
2886,2016-12-09,Coffee
2887,2016-12-09,Sandwich
2887,2016-12-09,Scone
2887,2016-12-09,Bread
2887,2016-12-09,Coffee
2888,2016-12-09,Coffee
2888,2016-12-09,Hot chocolate
2888,2016-12-09,Tea
2888,2016-12-09,Alfajores
2888,2016-12-09,Sandwich
2888,2016-12-09,NONE
2888,2016-12-09,NONE
2889,2016-12-10,Bread
2889,2016-12-10,Scone
2889,2016-12-10,Juice
2890,2016-12-10,Coffee
2891,2016-12-10,Bread
2892,2016-12-10,Bread
2893,2016-12-10,Coffee
2893,2016-12-10,Coffee
2893,2016-12-10,Toast
2893,2016-12-10,Pastry
2894,2016-12-10,Bread
2894,2016-12-10,Focaccia
2895,2016-12-10,Scone
2896,2016-12-10,Focaccia
2897,2016-12-10,Scandinavian
2898,2016-12-10,Coffee
2898,2016-12-10,Tea
2899,2016-12-10,NONE
2899,2016-12-10,Coffee
2899,2016-12-10,Coffee
2899,2016-12-10,Farm House
2900,2016-12-10,Focaccia
2900,2016-12-10,Pastry
2901,2016-12-10,Coffee
2901,2016-12-10,Pastry
2901,2016-12-10,Medialuna
2902,2016-12-10,Sandwich
2902,2016-12-10,Bread
2903,2016-12-10,Bread
2903,2016-12-10,Coffee
2903,2016-12-10,Medialuna
2903,2016-12-10,Medialuna
2903,2016-12-10,Jam
2904,2016-12-10,NONE
2904,2016-12-10,Sandwich
2904,2016-12-10,Tea
2904,2016-12-10,Coffee
2905,2016-12-10,Coffee
2905,2016-12-10,Farm House
2906,2016-12-10,Bread
2907,2016-12-10,NONE
2907,2016-12-10,Bread
2907,2016-12-10,Coffee
2908,2016-12-10,Coffee
2908,2016-12-10,Coffee
2908,2016-12-10,Toast
2908,2016-12-10,Scandinavian
2909,2016-12-10,Farm House
2909,2016-12-10,Bread
2909,2016-12-10,Medialuna
2910,2016-12-10,Bread
2911,2016-12-10,Cake
2912,2016-12-10,Pastry
2912,2016-12-10,Coffee
2912,2016-12-10,Brownie
2913,2016-12-10,Bread
2913,2016-12-10,NONE
2914,2016-12-10,Coffee
2914,2016-12-10,Tea
2914,2016-12-10,Scone
2915,2016-12-10,Coffee
2915,2016-12-10,Coffee
2916,2016-12-10,Bread
2916,2016-12-10,Tea
2917,2016-12-10,Coffee
2917,2016-12-10,Scone
2918,2016-12-10,Farm House
2918,2016-12-10,Scandinavian
2919,2016-12-10,Vegan mincepie
2919,2016-12-10,Cake
2920,2016-12-10,Tea
2920,2016-12-10,Coffee
2921,2016-12-10,Bread
2922,2016-12-10,Coffee
2923,2016-12-10,Scandinavian
2924,2016-12-10,Bread
2925,2016-12-10,Tea
2925,2016-12-10,Bread
2925,2016-12-10,NONE
2926,2016-12-10,Medialuna
2926,2016-12-10,Pastry
2926,2016-12-10,Coffee
2927,2016-12-10,NONE
2927,2016-12-10,NONE
2927,2016-12-10,Truffles
2927,2016-12-10,Juice
2928,2016-12-10,Coffee
2928,2016-12-10,Jammie Dodgers
2928,2016-12-10,NONE
2928,2016-12-10,Art Tray
2929,2016-12-10,Frittata
2930,2016-12-10,NONE
2930,2016-12-10,Bread
2931,2016-12-10,Sandwich
2931,2016-12-10,Coffee
2932,2016-12-10,Coffee
2932,2016-12-10,Juice
2932,2016-12-10,NONE
2933,2016-12-10,Tea
2933,2016-12-10,Sandwich
2934,2016-12-10,Jam
2935,2016-12-10,Scone
2936,2016-12-10,Coffee
2936,2016-12-10,NONE
2936,2016-12-10,Sandwich
2937,2016-12-10,Coffee
2937,2016-12-10,NONE
2938,2016-12-10,Bread
2938,2016-12-10,Tea
2938,2016-12-10,NONE
2939,2016-12-10,Frittata
2939,2016-12-10,Tea
2939,2016-12-10,Bread
2940,2016-12-10,Scandinavian
2941,2016-12-10,Sandwich
2941,2016-12-10,Art Tray
2941,2016-12-10,Truffles
2941,2016-12-10,Coffee
2941,2016-12-10,NONE
2942,2016-12-10,Scone
2942,2016-12-10,Frittata
2942,2016-12-10,Juice
2943,2016-12-10,NONE
2943,2016-12-10,Tea
2944,2016-12-10,Coffee
2944,2016-12-10,Mineral water
2944,2016-12-10,Frittata
2945,2016-12-10,Coffee
2945,2016-12-10,Tea
2946,2016-12-10,Bread
2946,2016-12-10,Bread
2946,2016-12-10,Brownie
2946,2016-12-10,Scone
2948,2016-12-10,Coffee
2949,2016-12-10,Frittata
2949,2016-12-10,Sandwich
2949,2016-12-10,Coffee
2950,2016-12-10,Tea
2950,2016-12-10,NONE
2951,2016-12-10,Coffee
2951,2016-12-10,Tea
2952,2016-12-10,Vegan mincepie
2952,2016-12-10,Coffee
2952,2016-12-10,Hot chocolate
2953,2016-12-10,Juice
2954,2016-12-10,Cake
2954,2016-12-10,Tea
2955,2016-12-10,Tea
2956,2016-12-10,Bread
2956,2016-12-10,Farm House
2957,2016-12-10,Coffee
2957,2016-12-10,Tea
2957,2016-12-10,Bread
2957,2016-12-10,Mineral water
2957,2016-12-10,Scone
2957,2016-12-10,Bread
2958,2016-12-10,Bread
2959,2016-12-10,Bread
2959,2016-12-10,Hot chocolate
2959,2016-12-10,Hot chocolate
2960,2016-12-10,Coke
2960,2016-12-10,Sandwich
2961,2016-12-10,Sandwich
2961,2016-12-10,Mineral water
2962,2016-12-10,Hot chocolate
2962,2016-12-10,Tea
2962,2016-12-10,Cake
2963,2016-12-10,Scandinavian
2964,2016-12-10,Frittata
2964,2016-12-10,Cake
2966,2016-12-10,Cake
2967,2016-12-10,Coffee
2967,2016-12-10,Bread
2968,2016-12-10,Coffee
2968,2016-12-10,Tea
2968,2016-12-10,Bread
2969,2016-12-10,Scone
2969,2016-12-10,Coffee
2970,2016-12-10,Bread
2971,2016-12-10,Jam
2972,2016-12-11,Bread
2972,2016-12-11,NONE
2973,2016-12-11,Coffee
2973,2016-12-11,Medialuna
2974,2016-12-11,Bread
2974,2016-12-11,Farm House
2975,2016-12-11,Bread
2976,2016-12-11,Coffee
2976,2016-12-11,Pastry
2977,2016-12-11,Bread
2977,2016-12-11,Coffee
2978,2016-12-11,Medialuna
2978,2016-12-11,Coffee
2979,2016-12-11,Scone
2979,2016-12-11,Bread
2980,2016-12-11,Coffee
2980,2016-12-11,Coke
2981,2016-12-11,Coffee
2982,2016-12-11,Truffles
2983,2016-12-11,Bread
2984,2016-12-11,Mineral water
2985,2016-12-11,Hot chocolate
2985,2016-12-11,Coffee
2985,2016-12-11,Bread
2985,2016-12-11,Toast
2985,2016-12-11,Medialuna
2985,2016-12-11,Alfajores
2985,2016-12-11,Fudge
2986,2016-12-11,Jam
2987,2016-12-11,Medialuna
2987,2016-12-11,Bakewell
2987,2016-12-11,Coffee
2987,2016-12-11,Bread
2987,2016-12-11,Toast
2988,2016-12-11,Coffee
2989,2016-12-11,Bread
2990,2016-12-11,Coffee
2990,2016-12-11,Coffee
2990,2016-12-11,Bakewell
2990,2016-12-11,Medialuna
2991,2016-12-11,Coffee
2991,2016-12-11,Coffee
2991,2016-12-11,Bread
2992,2016-12-11,Farm House
2993,2016-12-11,Bread
2994,2016-12-11,Medialuna
2994,2016-12-11,Scone
2994,2016-12-11,Coffee
2994,2016-12-11,Coffee
2995,2016-12-11,Bread
2996,2016-12-11,Farm House
2996,2016-12-11,Coffee
2996,2016-12-11,Medialuna
2996,2016-12-11,Bread
2997,2016-12-11,Smoothies
2997,2016-12-11,NONE
2998,2016-12-11,NONE
2998,2016-12-11,Coffee
2999,2016-12-11,NONE
3000,2016-12-11,Medialuna
3000,2016-12-11,Coffee
3001,2016-12-11,Mineral water
3002,2016-12-11,NONE
3002,2016-12-11,Bread
3002,2016-12-11,Mineral water
3002,2016-12-11,Hot chocolate
3003,2016-12-11,Sandwich
3003,2016-12-11,Tea
3004,2016-12-11,Coffee
3004,2016-12-11,NONE
3004,2016-12-11,Cookies
3005,2016-12-11,Alfajores
3005,2016-12-11,Alfajores
3006,2016-12-11,Vegan mincepie
3006,2016-12-11,Bread
3006,2016-12-11,Coffee
3007,2016-12-11,Coffee
3007,2016-12-11,NONE
3008,2016-12-11,Medialuna
3009,2016-12-11,Coffee
3009,2016-12-11,Frittata
3009,2016-12-11,Toast
3010,2016-12-11,NONE
3010,2016-12-11,NONE
3010,2016-12-11,Coffee
3010,2016-12-11,Hot chocolate
3010,2016-12-11,Muffin
3011,2016-12-11,Coffee
3011,2016-12-11,Scandinavian
3013,2016-12-11,NONE
3013,2016-12-11,Bakewell
3013,2016-12-11,Tea
3015,2016-12-11,NONE
3015,2016-12-11,Coffee
3016,2016-12-11,NONE
3017,2016-12-11,Frittata
3017,2016-12-11,Coffee
3018,2016-12-11,Scandinavian
3019,2016-12-11,Coffee
3019,2016-12-11,Coffee
3020,2016-12-11,NONE
3020,2016-12-11,NONE
3020,2016-12-11,Coffee
3020,2016-12-11,Tea
3021,2016-12-11,Scandinavian
3022,2016-12-11,Bread
3023,2016-12-12,Tea
3024,2016-12-12,Bread
3024,2016-12-12,NONE
3025,2016-12-12,Bread
3025,2016-12-12,Medialuna
3026,2016-12-12,Pastry
3026,2016-12-12,Toast
3026,2016-12-12,Coffee
3027,2016-12-12,Coffee
3027,2016-12-12,Pastry
3028,2016-12-12,Tea
3029,2016-12-12,Coffee
3029,2016-12-12,Toast
3030,2016-12-12,Coffee
3031,2016-12-12,Jam
3031,2016-12-12,Coffee
3031,2016-12-12,Hot chocolate
3031,2016-12-12,Toast
3032,2016-12-12,Coffee
3032,2016-12-12,Sandwich
3033,2016-12-12,Bread
3033,2016-12-12,Tea
3033,2016-12-12,Bakewell
3033,2016-12-12,Alfajores
3034,2016-12-12,Bread
3034,2016-12-12,Coffee
3034,2016-12-12,Cake
3035,2016-12-12,Bread
3036,2016-12-12,Bread
3037,2016-12-12,Coffee
3037,2016-12-12,Coffee
3037,2016-12-12,Bakewell
3037,2016-12-12,Cake
3038,2016-12-12,Bread
3039,2016-12-12,Coffee
3039,2016-12-12,Medialuna
3040,2016-12-12,Bread
3041,2016-12-12,Bread
3041,2016-12-12,Vegan mincepie
3042,2016-12-12,Coffee
3042,2016-12-12,Bread
3042,2016-12-12,Vegan mincepie
3042,2016-12-12,Cake
3043,2016-12-12,Bread
3044,2016-12-12,Sandwich
3045,2016-12-12,Pastry
3045,2016-12-12,Bread
3046,2016-12-12,Cake
3046,2016-12-12,Vegan mincepie
3046,2016-12-12,Coffee
3046,2016-12-12,Coffee
3046,2016-12-12,Mineral water
3046,2016-12-12,Mineral water
3047,2016-12-12,Jam
3048,2016-12-12,Bread
3049,2016-12-12,Frittata
3049,2016-12-12,Coffee
3050,2016-12-12,Coffee
3050,2016-12-12,Coffee
3051,2016-12-12,Bread
3052,2016-12-12,Sandwich
3053,2016-12-12,Sandwich
3053,2016-12-12,Bread
3053,2016-12-12,Truffles
3053,2016-12-12,Coffee
3054,2016-12-12,Tea
3054,2016-12-12,Toast
3054,2016-12-12,NONE
3055,2016-12-12,Coffee
3056,2016-12-12,Cake
3057,2016-12-12,NONE
3058,2016-12-12,Coffee
3058,2016-12-12,Bread
3058,2016-12-12,Bread
3058,2016-12-12,Bread
3059,2016-12-12,Fudge
3060,2016-12-12,Jam
3060,2016-12-12,Jam
3061,2016-12-12,Bread
3062,2016-12-12,Coffee
3063,2016-12-12,Tea
3063,2016-12-12,Bread
3063,2016-12-12,Hot chocolate
3063,2016-12-12,Vegan mincepie
3063,2016-12-12,Bread
3064,2016-12-12,Juice
3064,2016-12-12,Cake
3064,2016-12-12,Jammie Dodgers
3064,2016-12-12,Bread
3065,2016-12-12,Bread
3066,2016-12-12,Vegan mincepie
3066,2016-12-12,Tea
3067,2016-12-12,Coffee
3067,2016-12-12,Pastry
3068,2016-12-13,Scandinavian
3068,2016-12-13,Vegan mincepie
3069,2016-12-13,Bread
3070,2016-12-13,Coffee
3070,2016-12-13,Fudge
3070,2016-12-13,Jam
3070,2016-12-13,Fudge
3070,2016-12-13,Fudge
3071,2016-12-13,Jam
3071,2016-12-13,Coffee
3071,2016-12-13,Coffee
3073,2016-12-13,Coffee
3073,2016-12-13,Coffee
3074,2016-12-13,Coffee
3074,2016-12-13,Cookies
3074,2016-12-13,Pastry
3075,2016-12-13,Medialuna
3075,2016-12-13,Bread
3076,2016-12-13,Coffee
3076,2016-12-13,Art Tray
3077,2016-12-13,Tea
3077,2016-12-13,Tea
3077,2016-12-13,Toast
3078,2016-12-13,Coke
3079,2016-12-13,Coffee
3079,2016-12-13,Bread
3080,2016-12-13,Bakewell
3080,2016-12-13,Farm House
3081,2016-12-13,Bread
3081,2016-12-13,Tea
3081,2016-12-13,Coffee
3081,2016-12-13,Alfajores
3081,2016-12-13,Hot chocolate
3082,2016-12-13,Farm House
3083,2016-12-13,Coffee
3083,2016-12-13,Bread
3084,2016-12-13,Coffee
3084,2016-12-13,Toast
3084,2016-12-13,Scandinavian
3085,2016-12-13,Bread
3085,2016-12-13,NONE
3085,2016-12-13,Vegan mincepie
3086,2016-12-13,Bread
3087,2016-12-13,Coffee
3088,2016-12-13,Coffee
3088,2016-12-13,Bread
3088,2016-12-13,Alfajores
3089,2016-12-13,Coffee
3090,2016-12-13,Bread
3091,2016-12-13,Medialuna
3092,2016-12-13,Coffee
3092,2016-12-13,NONE
3093,2016-12-13,Frittata
3093,2016-12-13,Tea
3093,2016-12-13,Coffee
3094,2016-12-13,Tea
3095,2016-12-13,Tea
3095,2016-12-13,Bakewell
3096,2016-12-13,Farm House
3097,2016-12-13,Coffee
3097,2016-12-13,Pastry
3097,2016-12-13,Medialuna
3098,2016-12-13,Coffee
3098,2016-12-13,Coffee
3098,2016-12-13,Sandwich
3099,2016-12-13,Coffee
3099,2016-12-13,Medialuna
3100,2016-12-13,Coffee
3100,2016-12-13,Pastry
3101,2016-12-13,Muffin
3101,2016-12-13,Bread
3101,2016-12-13,Bread
3101,2016-12-13,Coffee
3102,2016-12-13,Coffee
3102,2016-12-13,Bakewell
3103,2016-12-13,Bread
3104,2016-12-13,Coffee
3105,2016-12-13,Bread
3106,2016-12-13,Coffee
3106,2016-12-13,Coffee
3106,2016-12-13,Alfajores
3107,2016-12-13,Bread
3107,2016-12-13,Truffles
3107,2016-12-13,Coffee
3107,2016-12-13,Truffles
3107,2016-12-13,Scandinavian
3108,2016-12-13,Tea
3108,2016-12-13,Cake
3109,2016-12-13,Jam
3110,2016-12-13,Fudge
3110,2016-12-13,Jam
3110,2016-12-13,Jam
3111,2016-12-14,Bread
3112,2016-12-14,Coffee
3113,2016-12-14,Tea
3113,2016-12-14,Coffee
3114,2016-12-14,Coffee
3114,2016-12-14,Tea
3114,2016-12-14,Toast
3115,2016-12-14,Coffee
3116,2016-12-14,Bread
3117,2016-12-14,Coffee
3117,2016-12-14,NONE
3118,2016-12-14,Coffee
3119,2016-12-14,Bread
3120,2016-12-14,Bread
3121,2016-12-14,Fudge
3122,2016-12-14,Coffee
3123,2016-12-14,Coffee
3123,2016-12-14,Tea
3124,2016-12-14,Coffee
3124,2016-12-14,Coffee
3124,2016-12-14,Farm House
3125,2016-12-14,Medialuna
3125,2016-12-14,Muffin
3125,2016-12-14,Coffee
3125,2016-12-14,Juice
3126,2016-12-14,Coffee
3127,2016-12-14,Coffee
3127,2016-12-14,Bread
3127,2016-12-14,Bread
3128,2016-12-14,Coffee
3128,2016-12-14,Coffee
3128,2016-12-14,Bread
3128,2016-12-14,Muffin
3129,2016-12-14,Vegan mincepie
3129,2016-12-14,Coffee
3129,2016-12-14,Tea
3130,2016-12-14,Alfajores
3130,2016-12-14,Coffee
3131,2016-12-14,Coffee
3131,2016-12-14,Coffee
3131,2016-12-14,Medialuna
3132,2016-12-14,NONE
3133,2016-12-14,Bread
3133,2016-12-14,Tea
3134,2016-12-14,Coffee
3135,2016-12-14,Coffee
3136,2016-12-14,Bread
3136,2016-12-14,Pastry
3137,2016-12-14,Bread
3138,2016-12-14,Farm House
3139,2016-12-14,Bread
3139,2016-12-14,Alfajores
3140,2016-12-14,NONE
3141,2016-12-14,Coffee
3142,2016-12-14,Jam
3143,2016-12-14,Coffee
3144,2016-12-14,Pastry
3145,2016-12-14,Tea
3145,2016-12-14,NONE
3146,2016-12-14,Coffee
3146,2016-12-14,Coffee
3147,2016-12-14,Coffee
3147,2016-12-14,Toast
3148,2016-12-14,NONE
3148,2016-12-14,Coffee
3149,2016-12-14,Coke
3149,2016-12-14,Truffles
3149,2016-12-14,NONE
3150,2016-12-14,NONE
3150,2016-12-14,Sandwich
3150,2016-12-14,Tea
3150,2016-12-14,Coffee
3151,2016-12-14,Tea
3151,2016-12-14,NONE
3152,2016-12-14,Coke
3153,2016-12-14,Bread
3153,2016-12-14,Sandwich
3153,2016-12-14,Bread
3154,2016-12-14,Juice
3154,2016-12-14,Bread
3154,2016-12-14,Art Tray
3154,2016-12-14,Toast
3155,2016-12-14,Tea
3155,2016-12-14,Bread
3155,2016-12-14,NONE
3156,2016-12-14,Coffee
3156,2016-12-14,Alfajores
3157,2016-12-14,Hot chocolate
3157,2016-12-14,Hot chocolate
3157,2016-12-14,Toast
3157,2016-12-14,Pastry
3158,2016-12-14,Sandwich
3158,2016-12-14,Tea
3158,2016-12-14,Juice
3158,2016-12-14,Vegan mincepie
3159,2016-12-14,Bread
3160,2016-12-14,Alfajores
3160,2016-12-14,Muffin
3161,2016-12-14,Coffee
3161,2016-12-14,Jammie Dodgers
3162,2016-12-14,Jammie Dodgers
3162,2016-12-14,Bread
3163,2016-12-14,Tea
3163,2016-12-14,Coffee
3163,2016-12-14,Jammie Dodgers
3163,2016-12-14,Cake
3163,2016-12-14,Bread
3164,2016-12-15,Coffee
3164,2016-12-15,Coffee
3164,2016-12-15,NONE
3165,2016-12-15,Bread
3165,2016-12-15,NONE
3165,2016-12-15,Pastry
3165,2016-12-15,Medialuna
3166,2016-12-15,Alfajores
3166,2016-12-15,Pastry
3167,2016-12-15,Medialuna
3167,2016-12-15,Toast
3167,2016-12-15,NONE
3167,2016-12-15,Coffee
3168,2016-12-15,Bread
3168,2016-12-15,Tea
3168,2016-12-15,Pastry
3169,2016-12-15,Bread
3170,2016-12-15,Coffee
3171,2016-12-15,Bread
3171,2016-12-15,Hot chocolate
3172,2016-12-15,Bread
3173,2016-12-15,Pastry
3174,2016-12-15,NONE
3174,2016-12-15,Coffee
3174,2016-12-15,Coffee
3175,2016-12-15,Bread
3176,2016-12-15,Coffee
3176,2016-12-15,Hot chocolate
3177,2016-12-15,Farm House
3178,2016-12-15,Coffee
3179,2016-12-15,Coffee
3179,2016-12-15,Coffee
3180,2016-12-15,Coffee
3181,2016-12-15,Dulce de Leche
3182,2016-12-15,Pastry
3182,2016-12-15,Farm House
3183,2016-12-15,Bread
3183,2016-12-15,Vegan mincepie
3183,2016-12-15,Bread
3184,2016-12-15,Bread
3185,2016-12-15,Coffee
3185,2016-12-15,Hot chocolate
3185,2016-12-15,Pastry
3186,2016-12-15,Coffee
3186,2016-12-15,Vegan mincepie
3186,2016-12-15,Pastry
3187,2016-12-15,Bread
3188,2016-12-15,Bread
3188,2016-12-15,Bread
3189,2016-12-15,Coffee
3189,2016-12-15,Hot chocolate
3190,2016-12-15,Bread
3190,2016-12-15,Sandwich
3190,2016-12-15,Coffee
3191,2016-12-15,Bread
3192,2016-12-15,Coffee
3192,2016-12-15,Coffee
3192,2016-12-15,Hot chocolate
3193,2016-12-15,Coffee
3194,2016-12-15,Coffee
3195,2016-12-15,Sandwich
3195,2016-12-15,Coke
3196,2016-12-15,Coffee
3197,2016-12-15,NONE
3197,2016-12-15,Coffee
3197,2016-12-15,Bread
3198,2016-12-15,Bread
3199,2016-12-15,Coffee
3200,2016-12-15,Coffee
3200,2016-12-15,Coffee
3201,2016-12-15,Coffee
3201,2016-12-15,Fudge
3202,2016-12-15,Coffee
3202,2016-12-15,Sandwich
3202,2016-12-15,Tea
3202,2016-12-15,Bread
3203,2016-12-15,Coffee
3203,2016-12-15,Coffee
3203,2016-12-15,NONE
3203,2016-12-15,Sandwich
3204,2016-12-15,Bread
3205,2016-12-15,NONE
3205,2016-12-15,Bread
3205,2016-12-15,Coffee
3206,2016-12-15,Coffee
3206,2016-12-15,Coffee
3206,2016-12-15,Hot chocolate
3207,2016-12-15,Fudge
3208,2016-12-15,Coffee
3209,2016-12-15,Coffee
3209,2016-12-15,Bread
3210,2016-12-15,Bread
3210,2016-12-15,Bread
3211,2016-12-15,Cookies
3212,2016-12-15,Bread
3213,2016-12-15,Coffee
3213,2016-12-15,Bread
3213,2016-12-15,Bread
3213,2016-12-15,Alfajores
3214,2016-12-15,Tea
3215,2016-12-15,Bare Popcorn
3215,2016-12-15,Ella's Kitchen Pouches
3216,2016-12-15,Farm House
3217,2016-12-15,Bread
3217,2016-12-15,Fudge
3217,2016-12-15,Pastry
3218,2016-12-15,Hot chocolate
3219,2016-12-15,Tea
3219,2016-12-15,Vegan mincepie
3219,2016-12-15,Jammie Dodgers
3219,2016-12-15,Coffee
3219,2016-12-15,Medialuna
3220,2016-12-15,Coffee
3221,2016-12-15,Hot chocolate
3221,2016-12-15,Coffee
3222,2016-12-15,Bread
3223,2016-12-15,Vegan mincepie
3224,2016-12-16,Medialuna
3224,2016-12-16,Dulce de Leche
3225,2016-12-16,Muesli
3226,2016-12-16,Muesli
3227,2016-12-16,Coffee
3227,2016-12-16,Jam
3227,2016-12-16,Jam
3228,2016-12-16,Bread
3228,2016-12-16,Toast
3229,2016-12-16,Bread
3229,2016-12-16,Toast
3230,2016-12-16,Coffee
3231,2016-12-16,Jammie Dodgers
3231,2016-12-16,Vegan mincepie
3232,2016-12-16,Coffee
3233,2016-12-16,Bread
3234,2016-12-16,Coffee
3234,2016-12-16,Coffee
3234,2016-12-16,Bread
3235,2016-12-16,Tea
3235,2016-12-16,NONE
3236,2016-12-16,Coffee
3237,2016-12-16,Coffee
3237,2016-12-16,Coffee
3237,2016-12-16,NONE
3237,2016-12-16,Juice
3237,2016-12-16,Farm House
3238,2016-12-16,Coffee
3238,2016-12-16,Pastry
3239,2016-12-16,Bread
3240,2016-12-16,Coffee
3241,2016-12-16,Coffee
3242,2016-12-16,Coffee
3243,2016-12-16,Tea
3243,2016-12-16,Pastry
3244,2016-12-16,Cookies
3244,2016-12-16,Coffee
3244,2016-12-16,Coffee
3244,2016-12-16,Toast
3245,2016-12-16,Pastry
3245,2016-12-16,Tea
3246,2016-12-16,Tea
3246,2016-12-16,Coffee
3246,2016-12-16,Coffee
3246,2016-12-16,Toast
3247,2016-12-16,Bread
3248,2016-12-16,Bread
3249,2016-12-16,Coffee
3250,2016-12-16,Coffee
3250,2016-12-16,Coffee
3251,2016-12-16,NONE
3251,2016-12-16,Pastry
3252,2016-12-16,Bread
3252,2016-12-16,NONE
3253,2016-12-16,Scandinavian
3253,2016-12-16,Coffee
3253,2016-12-16,Alfajores
3255,2016-12-16,NONE
3255,2016-12-16,Truffles
3255,2016-12-16,Ella's Kitchen Pouches
3255,2016-12-16,Bread
3256,2016-12-16,NONE
3256,2016-12-16,Tea
3256,2016-12-16,Fudge
3256,2016-12-16,Fudge
3256,2016-12-16,Jam
3256,2016-12-16,Juice
3256,2016-12-16,Ella's Kitchen Pouches
3257,2016-12-16,Cake
3258,2016-12-16,Bread
3258,2016-12-16,Cookies
3259,2016-12-16,Coffee
3259,2016-12-16,Cake
3260,2016-12-16,Coffee
3260,2016-12-16,Tea
3260,2016-12-16,Toast
3261,2016-12-16,NONE
3261,2016-12-16,Truffles
3262,2016-12-16,Bread
3263,2016-12-16,Coffee
3264,2016-12-16,Bread
3265,2016-12-16,Bread
3266,2016-12-16,NONE
3266,2016-12-16,Truffles
3267,2016-12-16,Toast
3267,2016-12-16,NONE
3267,2016-12-16,Bread
3267,2016-12-16,Tea
3267,2016-12-16,Cookies
3268,2016-12-16,Sandwich
3268,2016-12-16,Coffee
3268,2016-12-16,Coffee
3269,2016-12-16,NONE
3270,2016-12-16,Bread
3270,2016-12-16,Sandwich
3271,2016-12-16,NONE
3271,2016-12-16,Alfajores
3272,2016-12-16,Scone
3273,2016-12-16,NONE
3274,2016-12-16,Bread
3274,2016-12-16,Coffee
3274,2016-12-16,Alfajores
3274,2016-12-16,Vegan mincepie
3275,2016-12-16,Fudge
3276,2016-12-16,Jam
3276,2016-12-16,NONE
3277,2016-12-16,Coffee
3277,2016-12-16,Pastry
3277,2016-12-16,Jam
3278,2016-12-16,Coffee
3279,2016-12-16,Tea
3279,2016-12-16,Bread
3279,2016-12-16,Bread
3279,2016-12-16,Fudge
3280,2016-12-16,Bread
3280,2016-12-16,NONE
3280,2016-12-16,Sandwich
3281,2016-12-16,Farm House
3282,2016-12-16,NONE
3282,2016-12-16,Coffee
3283,2016-12-16,Jam
3283,2016-12-16,Jam
3284,2016-12-16,Brownie
3284,2016-12-16,Coffee
3285,2016-12-16,Tea
3285,2016-12-16,Sandwich
3285,2016-12-16,Bread
3286,2016-12-16,NONE
3286,2016-12-16,Tea
3287,2016-12-16,Sandwich
3287,2016-12-16,Tea
3288,2016-12-16,Coffee
3289,2016-12-16,Coffee
3290,2016-12-16,Bread
3291,2016-12-16,Tea
3291,2016-12-16,Brownie
3292,2016-12-16,Jam
3293,2016-12-16,Jam
3294,2016-12-16,Cookies
3294,2016-12-16,Sandwich
3294,2016-12-16,Juice
3295,2016-12-16,Tea
3295,2016-12-16,Pastry
3296,2016-12-16,Farm House
3297,2016-12-16,Scone
3297,2016-12-16,Coffee
3298,2016-12-16,Coffee
3298,2016-12-16,Coffee
3299,2016-12-16,Coffee
3299,2016-12-16,Coffee
3299,2016-12-16,Vegan mincepie
3300,2016-12-16,Bread
3300,2016-12-16,Scone
3301,2016-12-16,Farm House
3301,2016-12-16,Scone
3303,2016-12-16,Coffee
3303,2016-12-16,Brownie
3304,2016-12-16,Coffee
3304,2016-12-16,Tea
3305,2016-12-16,Coffee
3306,2016-12-16,Tea
3306,2016-12-16,Coffee
3307,2016-12-16,Bread
3309,2016-12-16,Coffee
3309,2016-12-16,Coffee
3309,2016-12-16,Coffee
3309,2016-12-16,Alfajores
3310,2016-12-17,Farm House
3310,2016-12-17,Medialuna
3310,2016-12-17,Pastry
3311,2016-12-17,Bread
3312,2016-12-17,Bread
3313,2016-12-17,Coffee
3313,2016-12-17,Pastry
3314,2016-12-17,Bread
3315,2016-12-17,Bread
3315,2016-12-17,Bread
3315,2016-12-17,Pastry
3316,2016-12-17,Medialuna
3316,2016-12-17,Fudge
3317,2016-12-17,Bread
3318,2016-12-17,Coffee
3318,2016-12-17,Scone
3318,2016-12-17,Juice
3319,2016-12-17,Coffee
3319,2016-12-17,NONE
3320,2016-12-17,Tea
3320,2016-12-17,Scone
3320,2016-12-17,Lemon and coconut
3321,2016-12-17,Jam
3321,2016-12-17,Cookies
3321,2016-12-17,Fudge
3322,2016-12-17,Bread
3323,2016-12-17,Scandinavian
3324,2016-12-17,Coffee
3324,2016-12-17,Cookies
3324,2016-12-17,Juice
3325,2016-12-17,Hot chocolate
3325,2016-12-17,Coffee
3325,2016-12-17,Bread
3325,2016-12-17,Bread
3325,2016-12-17,Vegan mincepie
